roberta,False,False,all,False,0.985,0.13125,0.3620689655172414,0.19266055045871558
roberta,False,False,all,False,0.99,0.1443661971830986,0.35344827586206895,0.205
roberta,False,False,all,False,0.995,0.15806451612903225,0.28160919540229884,0.2024793388429752
roberta,False,False,all,True,0.985,0.14835164835164835,0.23275862068965517,0.18120805369127516
roberta,False,False,all,True,0.99,0.14720812182741116,0.2,0.1695906432748538
roberta,False,False,all,True,0.995,0.1468354430379747,0.16666666666666666,0.15612382234185734
roberta,False,False,['V'],False,0.985,0.11092985318107668,0.16748768472906403,0.1334641805691855
roberta,False,False,['V'],False,0.99,0.09466019417475728,0.16810344827586207,0.12111801242236025
roberta,False,False,['V'],False,0.995,0.10216346153846154,0.16283524904214558,0.1255539143279173
roberta,False,False,['V'],True,0.985,0.10187353629976581,0.15,0.12133891213389121
roberta,False,False,['V'],True,0.99,0.10397196261682243,0.13949843260188088,0.11914323962516733
roberta,False,False,['V'],True,0.995,0.10397196261682243,0.1278735632183908,0.11469072164948454
roberta,False,False,"['V', 'ARG0', 'ARG1']",False,0.985,0.10784313725490197,0.14588859416445624,0.12401352874859076
roberta,False,False,"['V', 'ARG0', 'ARG1']",False,0.99,0.11266375545851529,0.15886699507389163,0.1318344404701073
roberta,False,False,"['V', 'ARG0', 'ARG1']",False,0.995,0.12126387702818105,0.1632183908045977,0.13914747672709457
roberta,False,False,"['V', 'ARG0', 'ARG1']",True,0.985,0.12036273701566365,0.15732758620689655,0.13638486688463333
roberta,False,False,"['V', 'ARG0', 'ARG1']",True,0.99,0.12042310821806347,0.15010141987829614,0.13363431151241534
roberta,False,False,"['V', 'ARG0', 'ARG1']",True,0.995,0.12103980503655565,0.14272030651340997,0.130989010989011
roberta,False,False,"['V', 'ARG0', 'ARG1', 'ARG2']",False,0.985,0.12203876525484565,0.1542649727767695,0.13627254509018036
roberta,False,False,"['V', 'ARG0', 'ARG1', 'ARG2']",False,0.99,0.12442396313364056,0.1629310344827586,0.14109742441209405
roberta,False,False,"['V', 'ARG0', 'ARG1', 'ARG2']",False,0.995,0.129366106080207,0.16420361247947454,0.1447178002894356
roberta,False,False,"['V', 'ARG0', 'ARG1', 'ARG2']",True,0.985,0.12836568566061365,0.16065830721003135,0.1427079707622694
roberta,False,False,"['V', 'ARG0', 'ARG1', 'ARG2']",True,0.99,0.1281577325939618,0.15592203898050974,0.14068312478863715
roberta,False,False,"['V', 'ARG0', 'ARG1', 'ARG2']",True,0.995,0.1286153846153846,0.15014367816091953,0.13854822671528008
roberta,False,False,"['V', 'ARG0']",False,0.985,0.12265193370165746,0.15310344827586206,0.1361963190184049
roberta,False,False,"['V', 'ARG0']",False,0.99,0.11977573904179409,0.15583554376657824,0.13544668587896252
roberta,False,False,"['V', 'ARG0']",False,0.995,0.12284263959390863,0.1545338441890166,0.13687782805429866
roberta,False,False,"['V', 'ARG0']",True,0.995,0.12284263959390863,0.14901477832512317,0.13466889259877576
roberta,False,False,"['V', 'ARG1']",False,0.99,0.12310606060606061,0.1545778834720571,0.13705851344227726
roberta,False,False,"['V', 'ARG1']",False,0.995,0.1277595115077501,0.15632183908045977,0.14060480744378392
roberta,False,False,"['V', 'ARG1']",True,0.985,0.1254595588235294,0.1518353726362625,0.1373930548565677
roberta,False,False,"['V', 'ARG1']",True,0.99,0.12477231329690346,0.1476293103448276,0.13524185587364265
roberta,False,False,"['V', 'ARG1']",True,0.995,0.1247155211652253,0.14315569487983282,0.133300900024325
roberta,True,False,all,False,0.985,0.12353471596032461,0.1389452332657201,0.1307875894988067
roberta,True,False,all,False,0.99,0.12270488132557097,0.13497536945812807,0.12854797091250292
roberta,True,False,all,False,0.995,0.12232142857142857,0.13122605363984674,0.1266173752310536
roberta,True,False,all,True,0.985,0.1219946571682992,0.1276794035414725,0.12477231329690346
roberta,True,False,all,True,0.99,0.12172367836517103,0.12431941923774954,0.12300785634118966
roberta,True,False,all,True,0.995,0.1216156236129605,0.121131741821397,0.12137320044296789
roberta,True,False,['V'],False,0.985,0.12156166814551908,0.11810344827586207,0.11980760822037603
roberta,True,False,['V'],False,0.99,0.12156166814551908,0.1152228763666947,0.11830742659758203
roberta,True,False,['V'],False,0.995,0.12156166814551908,0.11247947454844007,0.11684434968017059
roberta,True,False,['V'],True,0.985,0.12156166814551908,0.10986367281475541,0.11541701769165964
roberta,True,False,['V'],True,0.99,0.12156166814551908,0.10736677115987461,0.1140241364960466
roberta,True,False,['V'],True,0.995,0.12156166814551908,0.1049808429118774,0.11266447368421054
roberta,True,False,"['V', 'ARG0', 'ARG1']",False,0.985,0.12075804319083297,0.10269865067466268,0.11099858213489973
roberta,True,False,"['V', 'ARG0', 'ARG1']",False,0.99,0.1200701139351446,0.10051357300073367,0.10942492012779552
roberta,True,False,"['V', 'ARG0', 'ARG1']",False,0.995,0.11991247264770241,0.09841954022988506,0.10810810810810811
roberta,True,False,"['V', 'ARG0', 'ARG1']",True,0.985,0.11970292704237659,0.0964109781843772,0.10680179302280259
roberta,True,False,"['V', 'ARG0', 'ARG1']",True,0.99,0.11954624781849912,0.09448275862068965,0.10554699537750385
roberta,True,False,"['V', 'ARG0', 'ARG1']",True,0.995,0.11949411251635413,0.09263015551048005,0.1043610740811274
roberta,True,False,"['V', 'ARG0', 'ARG1', 'ARG2']",False,0.985,0.11846087332468655,0.09084880636604775,0.10283355226121224
roberta,True,False,"['V', 'ARG0', 'ARG1', 'ARG2']",False,0.99,0.11764705882352941,0.08913467794404685,0.10142513418471219
roberta,True,False,"['V', 'ARG0', 'ARG1', 'ARG2']",False,0.995,0.11739502999143102,0.08748403575989783,0.10025612879619465
roberta,True,False,"['V', 'ARG0', 'ARG1', 'ARG2']",True,0.985,0.11719418306244654,0.08589341692789969,0.09913169319826338
roberta,True,False,"['V', 'ARG0', 'ARG1', 'ARG2']",True,0.99,0.11704399829132849,0.08435960591133004,0.09804974056181785
roberta,True,False,"['V', 'ARG0', 'ARG1', 'ARG2']",True,0.995,0.11699402220324509,0.08287961282516637,0.09702549575070822
roberta,True,False,"['V', 'ARG0']",False,0.985,0.11674478057094163,0.08145065398335315,0.09595517422517948
roberta,True,False,"['V', 'ARG0']",False,0.99,0.11659574468085106,0.08007013442431327,0.09494109494109494
roberta,True,False,"['V', 'ARG0']",False,0.995,0.11654615057422374,0.07873563218390804,0.09398044932258616
roberta,True,False,"['V', 'ARG0']",True,0.985,0.11634819532908705,0.07744488411531938,0.09299168505005939
roberta,True,False,"['V', 'ARG0']",True,0.99,0.11624946966482817,0.07619577308120133,0.09205442633966067
roberta,True,False,"['V', 'ARG0']",True,0.995,0.11620016963528414,0.0749863163656267,0.09115103127079174
roberta,True,False,"['V', 'ARG1']",False,0.985,0.11575834389522602,0.0738146551724138,0.09014640565882548
roberta,True,False,"['V', 'ARG1']",False,0.99,0.11546565528866413,0.0726790450928382,0.08920722773888978
roberta,True,False,"['V', 'ARG1']",False,0.995,0.11536842105263158,0.07157784743991641,0.08834434950830244
