roberta-l,False,False,all,False,0.985,0.07111111111111111,0.27586206896551724,0.11307420494699646
roberta-l,False,False,all,False,0.99,0.07111111111111111,0.27586206896551724,0.11307420494699646
roberta-l,False,False,all,False,0.995,0.07111111111111111,0.27586206896551724,0.11307420494699646
roberta-l,False,False,all,True,0.985,0.07568807339449542,0.28448275862068967,0.11956521739130435
roberta-l,False,False,all,True,0.99,0.07887323943661972,0.2896551724137931,0.12398523985239854
roberta-l,False,False,all,True,0.995,0.08146964856230032,0.29310344827586204,0.1275
roberta-l,False,False,['V'],False,0.985,0.07167004732927654,0.26108374384236455,0.11246684350132627
roberta-l,False,False,['V'],False,0.99,0.06447831184056271,0.23706896551724138,0.10138248847926266
roberta-l,False,False,['V'],False,0.995,0.058975685463010866,0.21839080459770116,0.09287169042769858
roberta-l,False,False,['V'],True,0.985,0.05885078776645042,0.2189655172413793,0.09276844411979547
roberta-l,False,False,['V'],True,0.99,0.05837883242335153,0.21786833855799373,0.09208347134812853
roberta-l,False,False,['V'],True,0.995,0.057987711213517666,0.21695402298850575,0.09151515151515152
roberta-l,False,False,"['V', 'ARG0', 'ARG1']",False,0.985,0.05832449628844114,0.21883289124668434,0.09210159084566007
roberta-l,False,False,"['V', 'ARG0', 'ARG1']",False,0.99,0.058611656843483954,0.2204433497536946,0.0926021727884118
roberta-l,False,False,"['V', 'ARG0', 'ARG1']",False,0.995,0.058859408356206164,0.2218390804597701,0.09303446613641841
roberta-l,False,False,"['V', 'ARG0', 'ARG1']",True,0.985,0.0591614014933946,0.22198275862068967,0.09342403628117914
roberta-l,False,False,"['V', 'ARG0', 'ARG1']",True,0.99,0.059446254071661236,0.22210953346855983,0.09379014989293363
roberta-l,False,False,"['V', 'ARG0', 'ARG1']",True,0.995,0.05984008253804488,0.2222222222222222,0.0942897785003048
roberta-l,False,False,"['V', 'ARG0', 'ARG1', 'ARG2']",False,0.985,0.060214529497805945,0.22413793103448276,0.09492697924673328
roberta-l,False,False,"['V', 'ARG0', 'ARG1', 'ARG2']",False,0.99,0.060550034666050384,0.22586206896551725,0.0954984508839074
roberta-l,False,False,"['V', 'ARG0', 'ARG1', 'ARG2']",False,0.995,0.06085237258347979,0.22742200328407225,0.09601386481802425
roberta-l,False,False,"['V', 'ARG0', 'ARG1', 'ARG2']",True,0.985,0.06140904311251314,0.22884012539184953,0.09683302934836677
